,id,data_set,data_set_label,indicator,period_type,period_from,period_to,country_key,country_label,bz_key,bz_short,bz_long,operator_key,operator_label,tso_eic_code,direction_key,adjacent_systems_key,adjacent_systems_label,year,month,day,unit,value,count_point_presents,flow_status,points_names,last_update_date_time,region_key,adjacent_bz_key
6184,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,1659658.0,1,Provisionnal,Dornum GASPOOL,2021-01-31T09:56:22+01:00,NWE,-----------
6185,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,1659658.0,1,Provisionnal,Dornum GASPOOL,2021-01-04T14:49:04+01:00,NWE,-----------
6186,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,21072728.08,1,Provisionnal,Dornum GASPOOL,2021-01-05T12:41:06+01:00,NWE,-----------
6193,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,9823684.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-02-01T09:50:30+01:00,NWE,-----------
6194,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,9823684.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-04T14:49:04+01:00,NWE,-----------
6195,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,21072728.08,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-05T12:41:06+01:00,NWE,-----------
6218,1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Dornum GASPOOL,2021-01-05T13:43:57+01:00,NWE,-----------
6219,1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Dornum GASPOOL,2021-01-04T14:49:04+01:00,NWE,-----------
6220,1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Dornum GASPOOL,2021-01-05T12:41:06+01:00,NWE,-----------
6226,1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-05T13:43:57+01:00,NWE,-----------
6227,1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-04T14:49:04+01:00,NWE,-----------
6228,1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-05T12:41:06+01:00,NWE,-----------
6251,1AggregatesDEDE-GASPOOL-DE-TSO-0016entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0016,OPAL Gastransport GmbH & Co. KG,21X0000000011845,entry,Transmission,Transmission,2021,1,3,kWh/h,15864532.0,1,Provisionnal,Greifswald / OPAL,2021-01-03T12:53:06+01:00,NWE,-----------
6252,1AggregatesDEDE-GASPOOL-DE-TSO-0016entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0016,OPAL Gastransport GmbH & Co. KG,21X0000000011845,entry,Transmission,Transmission,2021,1,3,kWh/h,15864532.0,1,Provisionnal,Greifswald / OPAL,2021-01-03T05:30:19+01:00,NWE,-----------
6253,1AggregatesDEDE-GASPOOL-DE-TSO-0016entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0016,OPAL Gastransport GmbH & Co. KG,21X0000000011845,entry,Transmission,Transmission,2021,1,3,kWh/h,22947104.0,1,Provisionnal,Greifswald / OPAL,2021-02-08T05:50:46+01:00,NWE,-----------
6257,1AggregatesDEDE-GASPOOL-DE-TSO-0017entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0017,NEL Gastransport GmbH,21X000000001143J,entry,Transmission,Transmission,2021,1,3,kWh/h,14291845.0,1,Provisionnal,Greifswald / NEL,2021-01-03T12:53:06+01:00,NWE,-----------
6258,1AggregatesDEDE-GASPOOL-DE-TSO-0017entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0017,NEL Gastransport GmbH,21X000000001143J,entry,Transmission,Transmission,2021,1,3,kWh/h,14291845.0,1,Provisionnal,Greifswald / NEL,2021-01-03T05:30:19+01:00,NWE,-----------
6259,1AggregatesDEDE-GASPOOL-DE-TSO-0017entryTransmission2021-01-02T23:00:00+00:002021-01-03T00:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T00:00:00+01:00,2021-01-03T01:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0017,NEL Gastransport GmbH,21X000000001143J,entry,Transmission,Transmission,2021,1,3,kWh/h,50485337.0,1,Provisionnal,Greifswald / NEL,2021-02-08T05:50:46+01:00,NWE,-----------
6303,1AggregatesDEDE-GASPOOL-DE-TSO-0018entryTransmission2021-01-03T01:00:00+00:002021-01-03T02:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T02:00:00+01:00,2021-01-03T03:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0018,Fluxys Deutschland GmbH,21X0000000012388,entry,Transmission,Transmission,2021,1,3,kWh/h,10805611.0,2,Provisionnal,Greifswald / Fluxys Deutschland|Lubmin II,2021-01-29T11:54:06+01:00,NWE,-----------
6304,1AggregatesDEDE-GASPOOL-DE-TSO-0018entryTransmission2021-01-03T01:00:00+00:002021-01-03T02:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T02:00:00+01:00,2021-01-03T03:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0018,Fluxys Deutschland GmbH,21X0000000012388,entry,Transmission,Transmission,2021,1,3,kWh/h,10805611.0,2,Provisionnal,Greifswald / Fluxys Deutschland|Lubmin II,2021-01-03T08:32:51+01:00,NWE,-----------
6310,1AggregatesDEDE-GASPOOL-DE-TSO-0018exitTransmission2021-01-03T01:00:00+00:002021-01-03T02:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T02:00:00+01:00,2021-01-03T03:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0018,Fluxys Deutschland GmbH,21X0000000012388,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,2,Provisionnal,Greifswald / Fluxys Deutschland|Lubmin II,2021-01-29T11:54:06+01:00,NWE,-----------
6311,1AggregatesDEDE-GASPOOL-DE-TSO-0018exitTransmission2021-01-03T01:00:00+00:002021-01-03T02:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T02:00:00+01:00,2021-01-03T03:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0018,Fluxys Deutschland GmbH,21X0000000012388,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,2,Provisionnal,Greifswald / Fluxys Deutschland|Lubmin II,2021-01-03T08:32:51+01:00,NWE,-----------
6317,1AggregatesDEDE-GASPOOL-DE-TSO-0020entryTransmission2021-01-03T01:00:00+00:002021-01-03T02:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T02:00:00+01:00,2021-01-03T03:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0020,Lubmin-Brandov Gastransport GmbH,21X000000001309B,entry,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Greifswald / LBTG,2021-01-03T08:32:51+01:00,NWE,-----------
6322,1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0001,GASCADE Gastransport GmbH,21X-DE-H-A0A0A-L,entry,Transmission,Transmission,2021,1,3,kWh/h,12590410.0,1,Provisionnal,Lubmin II,2021-01-03T12:53:06+01:00,NWE,-----------
6323,1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0001,GASCADE Gastransport GmbH,21X-DE-H-A0A0A-L,entry,Transmission,Transmission,2021,1,3,kWh/h,12590410.0,1,Provisionnal,Lubmin II,2021-01-03T05:30:19+01:00,NWE,-----------
6324,1AggregatesDEDE-GASPOOL-DE-TSO-0001entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0001,GASCADE Gastransport GmbH,21X-DE-H-A0A0A-L,entry,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Lubmin II,2021-02-08T05:50:46+01:00,NWE,-----------
6363,1AggregatesDEDE-NCG-----DE-TSO-0002entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0002,Thyssengas GmbH,21X-DE-G-A0A0A-U,entry,Transmission,Transmission,2021,1,3,kWh/h,1889249.0,1,Provisionnal,Emden (EPT1) (Thyssengas),2021-01-03T14:53:49+01:00,NWE,-----------
6364,1AggregatesDEDE-NCG-----DE-TSO-0002entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0002,Thyssengas GmbH,21X-DE-G-A0A0A-U,entry,Transmission,Transmission,2021,1,3,kWh/h,1889249.0,1,Provisionnal,Emden (EPT1) (Thyssengas),2021-01-03T05:30:19+01:00,NWE,-----------
6375,1AggregatesDEDE-NCG-----DE-TSO-0002exitTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0002,Thyssengas GmbH,21X-DE-G-A0A0A-U,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Emden (EPT1) (Thyssengas),2021-01-03T14:53:49+01:00,NWE,-----------
6376,1AggregatesDEDE-NCG-----DE-TSO-0002exitTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0002,Thyssengas GmbH,21X-DE-G-A0A0A-U,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Emden (EPT1) (Thyssengas),2021-01-03T05:30:19+01:00,NWE,-----------
6387,1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0003,ONTRAS Gastransport GmbH,21X-DE-F-A0A0A-2,entry,Transmission,Transmission,2021,1,3,kWh/h,4113698.0,1,Provisionnal,Lubmin II,2021-01-05T10:54:40+01:00,NWE,-----------
6388,1AggregatesDEDE-GASPOOL-DE-TSO-0003entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0003,ONTRAS Gastransport GmbH,21X-DE-F-A0A0A-2,entry,Transmission,Transmission,2021,1,3,kWh/h,4113698.0,1,Provisionnal,Lubmin II,2021-03-25T17:04:55+01:00,NWE,-----------
6436,1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,entry,Transmission,Transmission,2021,1,3,kWh/h,17774518.0,4,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II,2021-02-21T12:51:35+01:00,NWE,-----------
6437,1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,entry,Transmission,Transmission,2021,1,3,kWh/h,17774518.0,4,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II,2021-01-03T05:30:19+01:00,NWE,-----------
6438,1AggregatesDEDE-GASPOOL-DE-TSO-0005entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,entry,Transmission,Transmission,2021,1,3,kWh/h,71399915.0,4,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD)|Greifswald / GUD|Lubmin II,2021-02-21T11:40:47+01:00,NWE,-----------
6453,1AggregatesDEDE-GASPOOL-DE-TSO-0005exitTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD),2021-02-21T12:51:35+01:00,NWE,-----------
6454,1AggregatesDEDE-GASPOOL-DE-TSO-0005exitTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0005,Gasunie Deutschland Transport Services GmbH,21X-DE-D-A0A0A-K,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (GUD)|Emden (EPT1) (GUD),2021-01-03T05:30:19+01:00,NWE,-----------
6497,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,1659658.0,1,Provisionnal,Dornum GASPOOL,2021-01-31T09:56:22+01:00,NWE,-----------
6498,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,1659658.0,1,Provisionnal,Dornum GASPOOL,2021-01-04T14:49:04+01:00,NWE,-----------
6499,1AggregatesDEDE-GASPOOL-DE-TSO-0009entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,20944355.55,1,Provisionnal,Dornum GASPOOL,2021-01-05T12:41:06+01:00,NWE,-----------
6506,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,9964498.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-02-01T09:50:30+01:00,NWE,-----------
6507,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,9964498.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-04T14:49:04+01:00,NWE,-----------
6508,1AggregatesDEDE-NCG-----DE-TSO-0009entryTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,entry,Transmission,Transmission,2021,1,3,kWh/h,20944355.55,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-05T12:41:06+01:00,NWE,-----------
6531,1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Dornum GASPOOL,2021-01-05T13:43:57+01:00,NWE,-----------
6532,1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Dornum GASPOOL,2021-01-04T14:49:04+01:00,NWE,-----------
6533,1AggregatesDEDE-GASPOOL-DE-TSO-0009exitTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Physical Flow,1,Aggregates,Physical Flow,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-GASPOOL-,GASPOOL,GASPOOL Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,1,Provisionnal,Dornum GASPOOL,2021-01-05T12:41:06+01:00,NWE,-----------
6539,1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Allocation,1,Aggregates,Allocation,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-05T13:43:57+01:00,NWE,-----------
6540,1AggregatesDEDE-NCG-----DE-TSO-0009exitTransmission2021-01-03T00:00:00+00:002021-01-03T01:00:00+00:00Nomination/Renomination,1,Aggregates,Nomination/Renomination,hour,2021-01-03T01:00:00+01:00,2021-01-03T02:00:00+01:00,DE,Germany,DE-NCG-----,NCG,NCG Balancing Zone,DE-TSO-0009,Open Grid Europe GmbH,21X-DE-C-A0A0A-T,exit,Transmission,Transmission,2021,1,3,kWh/h,0.0,2,Provisionnal,Dornum / NETRA (OGE)|Emden (EPT1) (OGE),2021-01-04T14:49:04+01:00,NWE,-----------
