;period_from;period_to;point_type;cross_border_point_type;eu_relationship;region_key;adjacent_region_key;indicator;direction_key;value
139;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
140;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4816394552.0
141;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;5095710825.0
142;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
143;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;181567032.0
144;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3427972223.0299997
145;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;3218456026.2000003
146;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;137626352.0
147;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;32083948.0
148;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;944216742.0
149;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
150;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;6570581281.119997
151;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;20994258.0
152;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1543327659.78
153;2021-01-07T06:00:00+01:00;2021-01-08T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1610245788.1080003
154;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1379674784.0
155;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;262716119.706
156;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
157;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;3597526287.6
158;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;11305763964.0
159;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
160;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;4993714707.2
161;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
162;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;9472881048.0
163;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;10648580948.0
164;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
165;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;301967412.0
166;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;7017581044.835999
167;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;6066061713.6
168;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;511501224.0
169;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;64421492.0
170;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1950455996.0
171;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
172;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;13336707141.751999
173;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;26868532.0
174;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;3007745651.2000003
175;2021-01-08T06:00:00+01:00;2021-01-09T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;3254481751.384001
176;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;604859234.0
177;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;128501753.262
178;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
179;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;1114735053.7
180;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5526013268.0
181;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
182;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;2516690354.3999996
183;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
184;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4646673396.0
185;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;5237632172.0
186;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
187;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;139211044.0
188;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3235873305.7519994
189;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;3819786198.7999997
190;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;311051792.0
191;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;31501036.0
192;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;869435562.0
193;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
194;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;6188013832.0
195;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;42.0
196;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1584523966.8200002
197;2021-01-09T06:00:00+01:00;2021-01-10T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1665216160.672
198;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;540340227.2
199;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;128616880.874
200;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
201;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;1142100873.6
202;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5427078728.0
203;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
204;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;2605418821.2000003
205;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
206;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4928097598.0
207;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;5360563696.0
208;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
209;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;139157138.0
210;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3414192068.902
211;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;3476059025.8
212;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;312615628.0
213;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;33164740.0
214;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;883807148.0
215;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
216;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;6370096897.280001
217;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
218;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1619702464.94
219;2021-01-10T06:00:00+01:00;2021-01-11T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1772387687.8000002
220;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;543623547.2
221;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;128934315.248
222;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
223;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;2485946036.6
224;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5461353410.0
225;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
226;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;2413901640.3999996
227;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
228;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;4975501144.0
229;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;5339877570.0
230;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
231;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;136750204.0
232;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3732697780.18
233;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;3142750770.4
234;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;182005724.0
235;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;37678748.0
236;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;939131724.0
237;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
238;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;7059046852.600002
239;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
240;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1407532180.7399998
241;2021-01-11T06:00:00+01:00;2021-01-12T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1546048645.006
242;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;549594032.2
243;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;139328217.00599998
244;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
245;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;2596397947.2
246;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5467977884.0
247;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
248;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;2085418632.4
249;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;exit;0.0
250;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;entry;5001967032.0
251;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;CE;Physical Flow;exit;5402234282.0
252;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;entry;0.0
253;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NE;Physical Flow;exit;154823786.0
254;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;entry;3806896149.4860005
255;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;NWE;Physical Flow;exit;3522130225.8
256;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;entry;89431910.9
257;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;Cross-Border EU|EU;within EU;NWE;WE;Physical Flow;exit;36107830.0
258;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;entry;957422668.0
259;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Cross-Border Transmission IP within EU;In-country EU;within EU;NWE;NWE;Physical Flow;exit;0.0
260;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;7175696866.296001
261;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Storage point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;14.0
262;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;entry;1133359853.8400002
263;2021-01-12T06:00:00+01:00;2021-01-13T06:00:00+01:00;Transmission Point;In-country EU;within EU;NWE;NWE;Physical Flow;exit;1227885227.848
264;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;Aggregated Point - Final Consumers;In-country EU;within EU;NWE;NWE;Physical Flow;exit;513660976.0
265;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;Aggregated production point - TP;In-country EU;within EU;NWE;NWE;Physical Flow;entry;142178177.578
266;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;entry;0.0
267;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU;Cross-Border EU|Non-EU;between EU and Non-EU;NWE;CH/IT;Physical Flow;exit;1814321927.6
268;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;entry;5521349294.0
269;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;EE;Physical Flow;exit;0.0
270;2021-01-13T06:00:00+01:00;2021-01-14T06:00:00+01:00;Cross-Border Transmission IP between EU and Non-EU (import);Cross-Border EU|Non-EU;between EU and Non-EU;NWE;NE;Physical Flow;entry;2380387315.6000004
